name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Selene,VillaIn,Stone,14646.0,100,169.0,76.0,,2.0,Purple,1347.0,Anime,Giant,Leader,1200.0,Saiyan,48.0,1091.0,Mind Reading,9716.0,Fire Fist,10010.0,0.67
Dark Voidcaller,Villain,Wooden,13085.0,50,102.0,68.0,Pink,0.0,None,1505.0,Anime,Slim,Thief,1152.0,Undead,3236.0,,Super Speed,8795.0,Electric Nova,,0.82
Sesshomaru,Villain,Stone,,597,888.0,101.0,,0.0,Black,1001.0,Anime,Regular,Saviors,989.0,Giant,956.0,916.0,Super Speed,581.0,Electric Storm,10010.0,0.47
The Key,Villain,Stone,,123,170.0,85.0,,1.0,Blonde,1195.0,Anime,Giant,Demon Lord,88.0,Saiyan,109.0,98.0,Super Speed,132.0,Fire Fist,10010.0,0.36
Shrapnel,Villain,Wooden,4654.0,50,169.0,96.0,Pink,2.0,Brown,1120.0,Anime,Fat,Mage,913.0,Undead,1407.0,862.0,Teleportation,2838.0,Grass Surge,,0.68
Anomalous Glitch,Villain,Luminescent,4175.0,60,174.0,64.0,Glowing,0.0,Blonde,1686.0,Anime,Normal,Saviors,81.0,Human,3909.0,90.0,Flying,,Electric Storm,,0.48
Legato Bluesummers,Villain,Draconish,5407.0,122,249.0,98.0,,,Bald,,Anime,Muscular,Leader,564.0,,3770.0,564.0,Teleportation,3770.0,Fire Fist,,0.53
Decrypted Netherbyte,VillaIn,Transparent,3930.0,58,155.0,39.0,Yellow,1.0,Pink,,Anime,Regular,Warrior,1016.0,Undead,3319.0,941.0,Mind Reading,2268.0,Electric Nova,,0.63
The Mandarin,Villain,Metallic,1865.0,,166.0,142.0,Green,1.0,Pink,715.0,Anime,Normal,Drunken,994.0,Alien,4931.0,921.0,Flying,975.0,Water Fury,10011.0,0.53
Virus AI Tyrant,VIllain,Draconish,14852.0,93,214.0,86.0,,0.0,None,1219.0,Anime,Muscular,Cult Leader,1153.0,Alien,3988.0,1049.0,Mind Reading,,Grass Tempest,,0.69
Savage Warlock,Villain,Draconish,13623.0,73,143.0,102.0,,2.0,Black,999.0,Anime,Regular,Leader,948.0,Undead,2481.0,895.0,Super Speed,7213.0,Fireburst Cannon,10101.0,0.64
Zamasu,Villain,Transparent,7564.0,105,168.0,84.0,Yellow,0.0,Green,1192.0,Anime,Muscular,Cult Leader,629.0,Saiyan,3410.0,617.0,Super Strength,4613.0,Fire Fist,10111.0,0.38
Corrupt Cyber-Demon,Villain,Metallic,16026.0,82,154.0,22.0,Green,0.0,Purple,,Anime,Slim,Brewer,1182.0,Undead,2956.0,1075.0,Super Speed,9735.0,Water Vortex,10011.0,0.8
Scalphunter,Villain,Luminescent,3690.0,89,165.0,83.0,Glowing,2.0,White,1224.0,Anime,Muscular,Demon Lord,731.0,Saiyan,3236.0,703.0,Flying,2835.0,Fire Fist,,0.46
Harley Quinn,Villain,Stone,4376.0,406,844.0,59.0,Red,1.0,Bald,,Anime,Giant,Leader,532.0,Giant,2480.0,532.0,Super Strength,2738.0,Fire Fist,,0.53
Glitched Cyber-Demon,VillaIn,Transparent,10467.0,77,165.0,78.0,Yellow,1.0,Pink,1328.0,Anime,Normal,Cult Leader,1076.0,Human,718.0,,Mind Reading,9549.0,Grass Tempest,10111.0,0.59
Decrypted Glitch,Villain,Stone,7104.0,605,825.0,81.0,Red,,Green,,Anime,Giant,Cult Leader,585.0,Giant,1025.0,585.0,Super Speed,4134.0,Water Fury,10010.0,0.71
Kang the Conqueror,VillaIn,Steel,13943.0,53,178.0,79.0,Black,2.0,White,,Anime,Athletic,Hero,688.0,Alien,1107.0,675.0,Super Speed,9508.0,Electric Storm,,0.75
Dormammu,Villain,Hairy,7906.0,105,154.0,135.0,Blood,1.0,Bald,768.0,Anime,Giant,Mage,567.0,Saiyan,114.0,567.0,Teleportation,6833.0,Electric Nova,10010.0,0.64
Anomalous Virus,Villain,Hairy,14663.0,64,132.0,94.0,,0.0,Gold,,Anime,Regular,Hero,1261.0,Undead,1564.0,1147.0,Flying,8353.0,Water Gun,,0.82
Meruem,Villain,Steel,4100.0,,169.0,141.0,Black,,Green,,Anime,Regular,Thief,620.0,Human,917.0,608.0,Time Manipulation,1909.0,Water Vortex,,0.68
Deadshot,VillaIn,Scaly,11709.0,470,858.0,126.0,Blue,,White,906.0,Anime,Regular,Saviors,735.0,Giant,131.0,707.0,Super Strength,,Water Vortex,10001.0,0.58
Hao Asakura,Villain,Stone,17610.0,50,143.0,115.0,,,Brown,877.0,Anime,Fat,Brewer,891.0,Undead,1542.0,841.0,Teleportation,9850.0,Electric Nova,10010.0,0.63
Decrypted Virus,Villain,Luminescent,3043.0,106,245.0,110.0,,,Pink,986.0,Anime,Muscular,Brewer,1003.0,Alien,220.0,929.0,Flying,1963.0,Fire Fist,,0.45
Foolkiller,VillaIn,Normal,6152.0,82,201.0,41.0,Brown,2.0,Black,2479.0,Anime,Muscular,Warrior,947.0,Saiyan,4949.0,894.0,Super Speed,2803.0,Electric Nova,10000.0,0.6
Copperhead,VIllain,Scaly,7475.0,,161.0,149.0,Blue,0.0,Fire-like,,Anime,Slim,Thief,1320.0,Undead,1715.0,1200.0,Mind Reading,5153.0,Water Fury,10001.0,0.55
Raoh,VIllain,Wooden,1453.0,98,193.0,81.0,,0.0,None,,Anime,Athletic,Mage,1126.0,Saiyan,3942.0,1024.0,Teleportation,966.0,Water Fury,11010.0,0.74
Morgaine le Fey,Villain,Steel,1392.0,103,177.0,68.0,Black,0.0,Green,1574.0,Anime,Giant,Hero,617.0,Kryptonian,1190.0,605.0,Mind Reading,889.0,Grass blade,,0.54
Cursed Demonspawn,VIllain,Wooden,4730.0,533,804.0,111.0,Pink,,Fire-like,901.0,Anime,Giant,Leader,1320.0,,1981.0,1200.0,Flying,3061.0,Eternal Firewave,11010.0,0.65
Encrypted Netherbyte,VillaIn,Draconish,10581.0,,126.0,143.0,White,,Pink,,Anime,Muscular,Saviors,1022.0,Kryptonian,3570.0,947.0,Teleportation,,Fire Fist,,0.62
Encrypted Overlord,VillaIn,Luminescent,8742.0,113,236.0,80.0,Glowing,1.0,Blonde,1291.0,Anime,Athletic,Captain,84.0,Alien,4413.0,94.0,Super Speed,6166.0,Grass blade,11111.0,0.48
The Batman Who Laughs,Villain,Transparent,10234.0,50,159.0,67.0,Yellow,1.0,Green,1514.0,Anime,Muscular,Saviors,590.0,Saiyan,1564.0,590.0,Teleportation,6967.0,Water Fury,10111.0,0.7
Pride,VIllain,Metallic,17900.0,69,201.0,77.0,,1.0,Silver,,Anime,Slim,Scientist,981.0,Undead,706.0,909.0,Mind Reading,9858.0,Electric Storm,10011.0,0.65
Shaiapouf,Villain,Luminescent,11312.0,601,763.0,120.0,,,Bald,834.0,Anime,Giant,Warrior,482.0,Giant,2466.0,492.0,Time Manipulation,8101.0,Fireburst Cannon,11111.0,0.49
The Spot,Villain,Normal,12758.0,96,212.0,131.0,,,Green,,Fantasy Realm,Athletic,God,619.0,Kryptonian,3797.0,607.0,Super Strength,7379.0,Eternal Firewave,10000.0,0.32
Kirei Kotomine,Villain,Transparent,15016.0,548,760.0,81.0,Yellow,2.0,White,1241.0,Fantasy Realm,Regular,Hero,730.0,Giant,1214.0,702.0,Super Speed,9633.0,Water Vortex,,0.74
Youpi,VillaIn,Normal,10931.0,90,165.0,58.0,,0.0,White,1734.0,Fantasy Realm,Athletic,Assassin,708.0,Kryptonian,3883.0,695.0,Flying,7280.0,Eternal Firewave,10000.0,0.42
Malevolent Lich,Villain,Metallic,2431.0,61,192.0,77.0,Green,2.0,Pink,1329.0,Fantasy Realm,Regular,Cult Leader,1029.0,Undead,3457.0,953.0,Super Strength,1067.0,Grass Surge,10011.0,0.51
Enchantress,VillaIn,Wooden,5600.0,109,189.0,118.0,Pink,0.0,Brown,,Fantasy Realm,Giant,Leader,878.0,Alien,179.0,829.0,Super Strength,4223.0,Eternal Firewave,,0.54
Vile Dreadlord,Villain,Transparent,19355.0,84,148.0,63.0,,2.0,Purple,,Fantasy Realm,Giant,Warrior,1170.0,Saiyan,955.0,1064.0,Super Strength,9018.0,Eternal Firewave,10111.0,0.68
Doctor T.O. Morrow,VillaIn,Luminescent,8815.0,107,178.0,48.0,Glowing,0.0,Brown,2173.0,Fantasy Realm,Muscular,Hero,907.0,Saiyan,1361.0,856.0,Super Strength,4607.0,Eternal Firewave,11111.0,0.57
Malware Null-Code,VIllain,Luminescent,5911.0,68,217.0,78.0,Glowing,,Bald,,Fantasy Realm,Athletic,Saviors,576.0,Human,1249.0,576.0,Flying,,Electric Surge,11111.0,0.52
Hate-Monger,VillaIn,Normal,6133.0,72,158.0,90.0,,2.0,Purple,1140.0,Fantasy Realm,Athletic,Brewer,1181.0,Human,3648.0,1074.0,Mind Reading,3179.0,Grass blade,10000.0,0.47
Malware Neuro-Lancer,Villain,Wooden,4736.0,87,245.0,111.0,Pink,2.0,Gold,912.0,Fantasy Realm,Normal,Scientist,1240.0,Alien,3974.0,1128.0,Super Speed,4538.0,Water Gun,11010.0,0.83
Harley Quinn,Villain,Stone,4376.0,406,844.0,59.0,Red,1.0,Bald,,Anime,Giant,Leader,532.0,Giant,2480.0,532.0,Super Strength,2738.0,Fire Fist,,0.53
Virus Null-Code,VillaIn,Transparent,3476.0,103,142.0,28.0,,1.0,Brown,3586.0,Fantasy Realm,Muscular,Demon Lord,912.0,Alien,3863.0,861.0,Super Strength,2362.0,Electric Nova,10111.0,0.62
Hela,VIllain,Draconish,3160.0,,171.0,146.0,White,2.0,Brown,719.0,Fantasy Realm,Athletic,Mage,906.0,Kryptonian,161.0,855.0,Flying,2224.0,Grass blade,10101.0,0.61
Magellan,Villain,Stone,11266.0,137,206.0,40.0,Red,1.0,Bald,2503.0,Fantasy Realm,Giant,Leader,624.0,Kryptonian,3683.0,612.0,Super Speed,6371.0,Fire Fist,10010.0,0.64
Dread Dreadlord,VillaIn,Hairy,3273.0,53,185.0,83.0,Blood,,Silver,1217.0,Fantasy Realm,Regular,God,994.0,Undead,4795.0,921.0,Teleportation,1726.0,Fire Fist,,0.6
Cursed Sorcerer,VIllain,Hairy,10203.0,102,234.0,109.0,Blood,1.0,Purple,1054.0,Fantasy Realm,Giant,Cult Leader,1223.0,Alien,1988.0,1112.0,Teleportation,5791.0,Electric Storm,10010.0,0.72
Virus Cyber-Demon,Villain,Metallic,13635.0,638,757.0,55.0,Green,1.0,None,1849.0,Fantasy Realm,Regular,Thief,1137.0,Giant,1650.0,1034.0,Time Manipulation,8073.0,Electric Surge,,0.68
Towa,Villain,Stone,16376.0,87,205.0,81.0,Red,1.0,White,1264.0,Fantasy Realm,Athletic,Arcanist,738.0,Kryptonian,2416.0,710.0,Teleportation,8458.0,Water Vortex,10010.0,0.77
Cursed Voidcaller,Villain,Scaly,13248.0,66,163.0,95.0,,1.0,Silver,1053.0,Fantasy Realm,Fat,Mage,1004.0,,4665.0,930.0,Flying,7013.0,Grass blade,,0.49
Mongul,VIllain,Steel,1296.0,70,188.0,32.0,Black,2.0,Fire-like,,Fantasy Realm,Giant,Captain,1317.0,Saiyan,3210.0,,Flying,837.0,Grass Surge,11000.0,0.74
Wendigo,Villain,Transparent,6907.0,90,138.0,30.0,,0.0,Green,3433.0,Fantasy Realm,Fat,Arcanist,598.0,Undead,418.0,598.0,Flying,4584.0,Eternal Firewave,10111.0,0.49
Scarecrow,Villain,Steel,1335.0,90,208.0,73.0,Black,0.0,Pink,1378.0,Fantasy Realm,Athletic,Arcanist,1028.0,Saiyan,2735.0,952.0,Mind Reading,686.0,Eternal Firewave,11000.0,0.47
Rogue AI Tyrant,Villain,Hairy,,98,194.0,35.0,Blood,1.0,Blonde,,Fantasy Realm,Athletic,Leader,80.0,Kryptonian,65.0,89.0,Mind Reading,356.0,Water Fury,10010.0,0.77
Cooler,Villain,Stone,15016.0,68,188.0,27.0,Red,2.0,Bald,3704.0,Fantasy Realm,Giant,Arcanist,555.0,Saiyan,842.0,555.0,Flying,9063.0,Fireburst Cannon,,0.71
The Thinker,Villain,Transparent,7849.0,57,179.0,123.0,Yellow,0.0,Pink,845.0,Fantasy Realm,Fat,Cult Leader,1029.0,Undead,3538.0,953.0,Time Manipulation,4647.0,Water Vortex,10111.0,0.59
Shinobu Sensui,Villain,Wooden,5402.0,77,211.0,78.0,Pink,1.0,None,1283.0,Fantasy Realm,Slim,Thief,1186.0,Undead,3406.0,1079.0,Flying,4418.0,Grass Surge,11010.0,0.73
Mad Pierrot,Villain,Stone,9702.0,75,174.0,76.0,Red,2.0,White,1401.0,Fantasy Realm,Slim,Scientist,708.0,Human,4061.0,695.0,Time Manipulation,6642.0,Electric Surge,10010.0,0.68
The Laughing Man,Villain,Transparent,6105.0,93,172.0,59.0,,,White,1782.0,Fantasy Realm,Athletic,Brewer,741.0,Saiyan,4741.0,713.0,Super Strength,,Grass Tempest,10111.0,0.54
Ra’s al Ghul,VIllain,Hairy,6373.0,,165.0,149.0,Blood,2.0,Fire-like,748.0,Fantasy Realm,Athletic,Saviors,1317.0,Human,4882.0,1198.0,Mind Reading,4357.0,Grass Surge,10010.0,0.7
Clock King,VIllain,Luminescent,7723.0,93,206.0,113.0,Glowing,2.0,None,901.0,Fantasy Realm,Muscular,Cult Leader,1168.0,Saiyan,4541.0,1062.0,Flying,4879.0,Fireburst Cannon,11111.0,0.51
Lust,VIllain,Luminescent,9515.0,519,856.0,63.0,Glowing,1.0,Blonde,1678.0,Fantasy Realm,Giant,Captain,85.0,Giant,2383.0,95.0,Super Strength,5319.0,Grass Surge,11111.0,0.55
Juggernaut,Villain,Steel,5411.0,139,195.0,99.0,Black,2.0,Pink,1049.0,Fantasy Realm,Athletic,Leader,1034.0,Alien,304.0,958.0,Mind Reading,2739.0,Grass Tempest,11000.0,0.61
Youpi,VillaIn,Normal,10931.0,90,165.0,58.0,,0.0,White,1734.0,Fantasy Realm,Athletic,Assassin,708.0,Kryptonian,3883.0,695.0,Flying,7280.0,Eternal Firewave,10000.0,0.42
Hobgoblin,Villain,Stone,19078.0,50,160.0,100.0,,2.0,Silver,1023.0,Fantasy Realm,Fat,Captain,987.0,Human,3994.0,914.0,Teleportation,9510.0,Electric Surge,10010.0,0.74
Doctor Doom,VIllain,Scaly,19704.0,125,184.0,21.0,,,Purple,4810.0,Fantasy Realm,Muscular,Cult Leader,1192.0,Kryptonian,3275.0,1084.0,Super Strength,9727.0,Electric Nova,10001.0,0.75
Vandal Savage,Villain,Scaly,7708.0,80,174.0,134.0,Blue,1.0,Black,746.0,Fantasy Realm,Giant,Saviors,983.0,Kryptonian,3983.0,911.0,Super Strength,4784.0,Grass Surge,10001.0,0.44
Aizen,Villain,Normal,15702.0,116,195.0,109.0,,2.0,Silver,925.0,Fantasy Realm,Athletic,Thief,949.0,Kryptonian,4206.0,896.0,Time Manipulation,9964.0,Electric Surge,,0.55
Virus Overlord,Villain,Steel,1228.0,92,185.0,42.0,Black,1.0,Fire-like,2448.0,Fantasy Realm,Muscular,Mage,1314.0,Alien,4842.0,1195.0,Super Speed,877.0,Fire Fist,,0.63
Virus Dataphage,VIllain,Metallic,6154.0,66,156.0,81.0,Green,2.0,None,1248.0,Fantasy Realm,Fat,Hero,1138.0,Human,3997.0,,Super Speed,2870.0,Electric Nova,10011.0,0.56
Wicked Sorcerer,Villain,Scaly,,86,165.0,132.0,Blue,1.0,Pink,803.0,Fantasy Realm,Athletic,Scientist,1030.0,Human,1900.0,954.0,Teleportation,292.0,Water Fury,10001.0,9.8
Eclipso,Villain,Transparent,20852.0,,192.0,147.0,Yellow,0.0,Brown,704.0,Fantasy Realm,Fat,Assassin,899.0,Human,498.0,849.0,Flying,9843.0,Electric Surge,,0.61
Anomalous AI Tyrant,Villain,Draconish,15181.0,679,778.0,81.0,White,,Black,1331.0,Fantasy Realm,Giant,Demon Lord,975.0,Giant,4328.0,903.0,Teleportation,8728.0,Grass Tempest,10101.0,0.68
Teach,VillaIn,Scaly,5338.0,98,179.0,57.0,Blue,0.0,None,1906.0,Fantasy Realm,Giant,Thief,1162.0,Saiyan,156.0,1057.0,Flying,2686.0,Electric Surge,10001.0,0.53
The Great Darkness,Villain,Metallic,,81,191.0,80.0,,,Fire-like,,Fantasy Realm,Giant,Cult Leader,1320.0,Kryptonian,3458.0,1200.0,Super Strength,233.0,Water Gun,10011.0,0.53
Malevolent Necromancer,VIllain,Hairy,4347.0,,859.0,148.0,Blood,2.0,Purple,,Fantasy Realm,Giant,Warrior,1256.0,Giant,4722.0,1142.0,Flying,2374.0,Electric Surge,,0.7
Dark Phoenix,VillaIn,Draconish,4553.0,,164.0,141.0,,2.0,None,720.0,Fantasy Realm,Regular,Cult Leader,1155.0,Undead,2588.0,1050.0,Teleportation,2272.0,Electric Storm,,0.66
Philosopher of the East,VIllain,Luminescent,1539.0,64,154.0,129.0,Glowing,2.0,Purple,,Fantasy Realm,Slim,Drunken,1196.0,Undead,4533.0,1088.0,Teleportation,966.0,Grass Surge,,0.52
Shigaraki,Villain,Luminescent,1851.0,68,150.0,32.0,,,Bald,,Fantasy Realm,Regular,Scientist,510.0,Undead,521.0,510.0,Super Strength,889.0,Grass Surge,,0.61
Lex Luthor,Villain,Metallic,5357.0,107,153.0,119.0,Green,2.0,Black,,Fantasy Realm,Giant,Saviors,941.0,Saiyan,2195.0,888.0,Teleportation,3863.0,Electric Surge,10011.0,0.51
Sukuna,VIllain,Scaly,13853.0,103,277.0,41.0,,,White,2479.0,Fantasy Realm,Athletic,Thief,752.0,Alien,3418.0,724.0,Super Strength,6154.0,Electric Storm,,0.65
Dread Dark Mage,VillaIn,Hairy,5756.0,519,766.0,93.0,Blood,2.0,None,1112.0,Fantasy Realm,Giant,Saviors,1170.0,Giant,3878.0,1064.0,Flying,3400.0,Electric Surge,10010.0,0.71
Hydro-Man,VIllain,Normal,12057.0,110,188.0,42.0,Brown,1.0,Black,2641.0,Fantasy Realm,Muscular,Hero,939.0,Kryptonian,958.0,886.0,Time Manipulation,8226.0,Fire Fist,10000.0,0.52
Encrypted Glitch,Villain,Normal,8626.0,110,219.0,138.0,Brown,2.0,Silver,735.0,Fantasy Realm,Normal,Brewer,1026.0,Alien,4054.0,950.0,Super Speed,4542.0,Eternal Firewave,10000.0,0.39
Shishio Makoto,VIllain,Stone,6176.0,102,202.0,89.0,Red,,Green,1138.0,Fantasy Realm,Muscular,Drunken,615.0,Saiyan,2841.0,603.0,Mind Reading,3523.0,Grass blade,,0.58
Vile Demonspawn,VIllain,Scaly,2168.0,112,190.0,103.0,Blue,0.0,Silver,976.0,Fantasy Realm,Athletic,Mage,981.0,Alien,3673.0,909.0,Super Speed,1763.0,Water Gun,,0.47
Exodus,VillaIn,Steel,5103.0,113,222.0,120.0,,1.0,Blonde,958.0,Fantasy Realm,Giant,Mage,126.0,Kryptonian,3574.0,138.0,Time Manipulation,3291.0,Fire Fist,,0.41
Midora,VIllain,Normal,3524.0,68,155.0,103.0,Brown,,Gold,1046.0,Fantasy Realm,Athletic,Arcanist,1303.0,Human,171.0,1185.0,Mind Reading,2488.0,Water Gun,,0.52
Zebra,VIllain,Stone,2243.0,76,157.0,47.0,Red,0.0,Black,2214.0,Fantasy Realm,Regular,Hero,979.0,Undead,1322.0,907.0,Mind Reading,1558.0,Grass Tempest,10010.0,0.61
Ra’s al Ghul,VIllain,Hairy,6373.0,,165.0,149.0,Blood,2.0,Fire-like,748.0,Fantasy Realm,Athletic,Saviors,1317.0,Human,4882.0,1198.0,Mind Reading,4357.0,Grass Surge,10010.0,0.7
Doctor Light,VIllain,Normal,6557.0,50,196.0,20.0,Brown,1.0,Pink,5116.0,Fantasy Realm,Muscular,Warrior,1038.0,Saiyan,2360.0,962.0,Time Manipulation,4690.0,Grass Tempest,10000.0,0.55
Magneto,Villain,Metallic,11068.0,64,168.0,82.0,,1.0,Fire-like,1256.0,Fantasy Realm,Athletic,Captain,1320.0,Human,1575.0,1200.0,Super Strength,6121.0,Water Gun,10011.0,0.68
Nitro,Villain,Scaly,4423.0,73,172.0,41.0,,0.0,Green,2469.0,Fantasy Realm,Normal,Captain,597.0,,3845.0,597.0,Teleportation,2276.0,Grass Surge,10001.0,0.48
Rogue Netherbyte,VillaIn,Wooden,6436.0,656,778.0,89.0,,2.0,None,,Fantasy Realm,Giant,Leader,1160.0,Giant,2817.0,1055.0,Flying,4439.0,Electric Storm,,0.77
The Brain,VIllain,Stone,1363.0,,154.0,144.0,Red,2.0,Green,738.0,Fantasy Realm,Fat,Hero,617.0,Undead,3590.0,605.0,Teleportation,1103.0,Fireburst Cannon,,0.43
Glitched AI Tyrant,Villain,Stone,8268.0,71,172.0,115.0,Red,2.0,None,,Fantasy Realm,Slim,Saviors,1151.0,Undead,1902.0,1047.0,Super Strength,7520.0,Grass Tempest,10010.0,0.62
Lady Shiva,Villain,Normal,22628.0,81,206.0,98.0,Brown,2.0,Bald,,Fantasy Realm,Muscular,Warrior,530.0,Kryptonian,4159.0,530.0,Super Speed,9611.0,Grass blade,,0.56
Eneru,Villain,Draconish,9212.0,79,196.0,24.0,White,1.0,Fire-like,4304.0,Fantasy Realm,Athletic,Warrior,1316.0,Saiyan,1800.0,1197.0,Time Manipulation,5409.0,Grass blade,10101.0,0.81
Decrypted Neuro-Lancer,Villain,Steel,18359.0,111,273.0,79.0,Black,1.0,Pink,1472.0,Fantasy Realm,Athletic,Assassin,1009.0,Alien,4815.0,935.0,Mind Reading,9670.0,Fireburst Cannon,,0.68
Zofis,VIllain,Metallic,12600.0,67,164.0,139.0,Green,,Purple,799.0,Fantasy Realm,Regular,Cult Leader,1210.0,Human,2779.0,1100.0,Flying,7869.0,Fireburst Cannon,10011.0,0.5
Wicked Sorcerer,Villain,Scaly,,86,165.0,132.0,Blue,1.0,Pink,803.0,Fantasy Realm,Athletic,Scientist,1030.0,Human,1900.0,954.0,Teleportation,292.0,Water Fury,10001.0,9.8
Vicious,VIllain,Normal,3472.0,89,173.0,65.0,,2.0,Gold,1609.0,Fantasy Realm,Muscular,Captain,1225.0,Saiyan,4933.0,1114.0,Teleportation,2956.0,Fire Fist,10000.0,0.44
Makima,VIllain,Luminescent,13616.0,77,145.0,75.0,,0.0,White,,Fantasy Realm,Slim,Demon Lord,734.0,Human,3838.0,706.0,Mind Reading,7710.0,Electric Nova,11111.0,0.61
Solomon Grundy,Villain,Wooden,13279.0,515,746.0,129.0,Pink,2.0,Blonde,784.0,Fantasy Realm,Regular,God,69.0,Giant,1075.0,77.0,Mind Reading,6017.0,Water Vortex,11010.0,0.81
Mandrill,Villain,Hairy,14128.0,128,268.0,123.0,Blood,,Brown,,Fantasy Realm,Giant,Thief,893.0,Alien,2404.0,843.0,Time Manipulation,9574.0,Water Vortex,10010.0,0.87
The Demon King,VillaIn,Scaly,3841.0,96,193.0,96.0,Blue,2.0,Brown,1100.0,Fantasy Realm,Muscular,Saviors,908.0,Alien,3198.0,857.0,Super Strength,3384.0,Water Vortex,,0.56
Sosuke Aizen,Villain,Hairy,13144.0,61,183.0,21.0,Blood,2.0,Black,4827.0,Fantasy Realm,Regular,Demon Lord,979.0,Undead,3415.0,907.0,Flying,9761.0,Electric Storm,10010.0,0.91
The Major,Villain,Steel,,60,173.0,27.0,Black,1.0,Pink,3706.0,Fantasy Realm,Slim,Brewer,1036.0,Human,2952.0,960.0,Flying,28.0,Eternal Firewave,,0.59
Black Dwarf,VIllain,Draconish,15546.0,79,177.0,94.0,White,2.0,Purple,1195.0,Fantasy Realm,Slim,Assassin,1214.0,Human,3870.0,1104.0,Time Manipulation,8897.0,Electric Nova,10101.0,0.78
Poison Ivy,Villain,Hairy,18648.0,,240.0,144.0,Blood,2.0,Blonde,699.0,Fantasy Realm,Normal,Scientist,74.0,Alien,1328.0,83.0,Super Speed,9212.0,Grass blade,,0.71
Bartholomew Kuma,VillaIn,Scaly,15862.0,50,227.0,57.0,Blue,0.0,White,1771.0,Fantasy Realm,Giant,Leader,747.0,Alien,1698.0,719.0,Super Strength,9638.0,Electric Nova,10001.0,0.6
Lobo,Villain,Steel,14427.0,76,143.0,46.0,Black,2.0,Green,2229.0,Fantasy Realm,Muscular,Cult Leader,589.0,Saiyan,2314.0,589.0,Mind Reading,7756.0,Fire Fist,11000.0,0.74
Buggy the Clown,VillaIn,Metallic,10620.0,75,190.0,39.0,Green,1.0,Blonde,2573.0,Fantasy Realm,Slim,Scientist,106.0,Human,707.0,116.0,Super Strength,6948.0,Grass Tempest,10011.0,0.56
Red Ghost,Villain,Draconish,7831.0,95,238.0,62.0,,1.0,Purple,1615.0,Fantasy Realm,Muscular,Drunken,1219.0,Alien,3956.0,1109.0,Mind Reading,5755.0,Fireburst Cannon,10101.0,0.65
Corrupt Virus,VIllain,Transparent,6730.0,700,865.0,50.0,Yellow,1.0,Purple,2020.0,Fantasy Realm,Giant,Hero,1232.0,Giant,1058.0,1120.0,Flying,3602.0,Fireburst Cannon,10111.0,0.55
Malware Overlord,Villain,Luminescent,9796.0,149,229.0,110.0,,0.0,Green,,Fantasy Realm,Giant,Hero,600.0,Alien,1420.0,600.0,Flying,5062.0,Electric Nova,11111.0,0.5
Brainiac,VIllain,Stone,11980.0,91,147.0,80.0,Red,1.0,None,,Fantasy Realm,Muscular,Thief,1136.0,Saiyan,1635.0,1033.0,Mind Reading,8071.0,Grass Surge,10010.0,0.64
Virus Glitch,Villain,Metallic,15643.0,95,168.0,128.0,,2.0,White,,Fantasy Realm,Athletic,God,687.0,Kryptonian,1281.0,674.0,Flying,7244.0,Grass Tempest,10011.0,0.56
Brother Blood,Villain,Transparent,13819.0,143,181.0,110.0,Yellow,0.0,Green,952.0,Fantasy Realm,Muscular,Demon Lord,588.0,Kryptonian,4963.0,588.0,Teleportation,6372.0,Grass Surge,,0.48
Shadowy Sorcerer,Villain,Scaly,9938.0,61,171.0,114.0,Blue,0.0,None,878.0,Fantasy Realm,Slim,Brewer,1118.0,Undead,4032.0,1017.0,Super Speed,7105.0,Eternal Firewave,,0.36
Shadowy Lich,Villain,Metallic,5089.0,70,195.0,32.0,Green,0.0,Gold,3348.0,Fantasy Realm,Athletic,Scientist,1284.0,,827.0,1168.0,Teleportation,3581.0,Fireburst Cannon,10011.0,0.5
Malevolent Warlock,VillaIn,Hairy,3936.0,63,172.0,132.0,,1.0,Pink,,Fantasy Realm,Athletic,Demon Lord,1043.0,Human,3408.0,966.0,Flying,2762.0,Grass blade,,0.61
Shadowy Necromancer,VIllain,Stone,,540,733.0,54.0,,2.0,Green,2023.0,Fantasy Realm,Giant,Hero,617.0,Giant,4045.0,605.0,Flying,572.0,Eternal Firewave,10010.0,0.55
Hendrickson,Villain,Luminescent,11896.0,81,198.0,67.0,Glowing,2.0,Gold,1532.0,Fantasy Realm,Athletic,Captain,1263.0,Alien,2488.0,1149.0,Super Speed,7705.0,Electric Storm,,14.8
Neon-Dark Neuro-Lancer,Villain,Scaly,,53,146.0,54.0,,2.0,Gold,2016.0,Fantasy Realm,Regular,Mage,1310.0,Undead,1923.0,1191.0,Teleportation,614.0,Water Vortex,10001.0,0.68
Hacked Null-Code,VillaIn,Normal,5830.0,57,196.0,105.0,Brown,2.0,Blonde,,Fantasy Realm,Muscular,Warrior,87.0,Alien,1716.0,97.0,Super Speed,4050.0,Water Fury,,0.47
Sinister Dreadlord,Villain,Luminescent,,479,838.0,133.0,Glowing,0.0,None,785.0,Fantasy Realm,Regular,Leader,1159.0,Giant,4562.0,1054.0,Super Strength,325.0,Fire Fist,11111.0,0.36
